CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
275132942,2023-09-29,02:10:00,09/29/2023,02:14:00,110.0,09/29/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1019164.0,210169.0,25-44,WHITE HISPANIC,M,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,WHITE HISPANIC,M
262914915,2023-01-31,15:00:00,01/31/2023,15:10:00,23.0,02/02/2023,116,SEX CRIMES,164.0,SODOMY 3,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),672,998751.0,226901.0,18-24,BLACK,M,40.7894632995555,-73.9476340039424,"(40.7894632995555, -73.9476340039424)",PATROL BORO MAN NORTH,(null),18-24,BLACK,F
241112871,2021-12-26,19:40:00,02/23/2022,12:30:00,71.0,02/23/2022,353,UNAUTHORIZED USE OF A VEHICLE,462.0,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),999005.0,181250.0,25-44,BLACK,M,40.664154,-73.946814,"(40.664154, -73.946814)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,D
265317172,2023-03-18,03:00:00,03/18/2023,07:00:00,20.0,03/18/2023,104,RAPE,153.0,RAPE 3,COMPLETED,FELONY,MANHATTAN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,(null),(null),(null),991202.0,224999.0,UNKNOWN,UNKNOWN,M,40.7842519786623,-73.9748976664227,"(40.7842519786623, -73.9748976664227)",PATROL BORO MAN NORTH,(null),25-44,WHITE,F
227210457,2021-04-21,21:28:00,04/21/2021,21:31:00,14.0,04/21/2021,231,BURGLAR'S TOOLS,209.0,"BURGLARS TOOLS,UNCLASSIFIED",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),985033.0,212393.0,25-44,BLACK HISPANIC,M,40.749647,-73.997171,"(40.749647, -73.997171)",PATROL BORO MAN SOUTH,(null),UNKNOWN,UNKNOWN,E
265389720,2023-03-20,18:00:00,03/20/2023,18:09:00,81.0,03/20/2023,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),450,1005319.0,190473.0,<18,BLACK,M,40.6894642952604,-73.9240290899499,"(40.6894642952604, -73.9240290899499)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
262523981,2023-01-25,23:35:00,01/25/2023,23:40:00,14.0,01/26/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),985764.0,213806.0,25-44,AMERICAN INDIAN/ALASKAN NATIVE,U,40.7535327012632,-73.9945368920152,"(40.7535327012632, -73.9945368920152)",PATROL BORO MAN SOUTH,(null),25-44,WHITE,F
270089165,2023-06-19,19:07:00,06/19/2023,19:15:00,113.0,06/19/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1046315.0,187088.0,25-44,BLACK,F,40.6799807384666,-73.7762339071953,"(40.6799807384666, -73.7762339071953)",PATROL BORO QUEENS SOUTH,(null),25-44,BLACK,M
267057986,2023-04-10,22:00:00,04/10/2023,22:15:00,69.0,04/21/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1010541.0,175595.0,25-44,BLACK,M,40.6486135510607,-73.9052572032302,"(40.6486135510607, -73.9052572032302)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK,F
270866862,2023-07-05,22:20:00,07/05/2023,22:25:00,13.0,07/05/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),988886.0,207857.0,UNKNOWN,WHITE HISPANIC,M,40.7372030985741,-73.9832725981497,"(40.7372030985741, -73.9832725981497)",PATROL BORO MAN SOUTH,(null),18-24,BLACK,F
228587332,2021-05-23,21:41:00,05/24/2021,01:00:00,44.0,05/24/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1006490.0,244533.0,(null),(null),(null),40.8378421209284,-73.9196277517392,"(40.8378421209284, -73.9196277517392)",PATROL BORO BRONX,(null),18-24,WHITE HISPANIC,F
229259367,2021-06-08,16:35:00,06/08/2021,16:41:00,14.0,06/08/2021,343,THEFT OF SERVICES,475.0,UNAUTH. SALE OF TRANS. SERVICE,COMPLETED,MISDEMEANOR,MANHATTAN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),986061.0,213320.0,(null),(null),(null),40.75219043,-73.99346359,"(40.75219043, -73.99346359)",PATROL BORO MAN SOUTH,34 ST.-PENN STATION,UNKNOWN,UNKNOWN,E
239114206,2021-10-28,12:00:00,10/31/2021,12:00:00,41.0,01/14/2022,116,SEX CRIMES,168.0,SODOMY 1,COMPLETED,FELONY,BRONX,INSIDE,PUBLIC BUILDING,N.Y. POLICE DEPT,0,(null),(null),(null),1013037.0,236657.0,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,40.8162058439227,-73.8960011932583,"(40.8162058439227, -73.8960011932583)",PATROL BORO BRONX,(null),25-44,ASIAN / PACIFIC ISLANDER,M
241773166,2021-10-06,15:30:00,,(null),6.0,03/08/2022,104,RAPE,159.0,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),982755.0,206652.0,25-44,WHITE,M,40.7338967584511,-74.0053958373447,"(40.7338967584511, -74.0053958373447)",PATROL BORO MAN SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
264080760,2023-02-23,00:20:00,02/23/2023,00:36:00,45.0,02/23/2023,363,OFFENSES AGAINST PUBLIC SAFETY,799.0,"PUBLIC SAFETY,UNCLASSIFIED MIS",COMPLETED,MISDEMEANOR,BRONX,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1024830.0,246246.0,UNKNOWN,ASIAN / PACIFIC ISLANDER,M,40.84247028,-73.85333668,"(40.84247028, -73.85333668)",PATROL BORO BRONX,(null),UNKNOWN,UNKNOWN,E
266852650,2023-04-17,23:00:00,04/18/2023,06:30:00,79.0,04/18/2023,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),483,999496.0,190300.0,18-24,UNKNOWN,M,40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)",PATROL BORO BKLYN NORTH,(null),18-24,UNKNOWN,F
239959979,2022-02-01,12:00:00,02/01/2022,12:18:00,60.0,02/01/2022,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),238,990784.0,149362.0,18-24,BLACK,F,40.5766459780433,-73.9764803960699,"(40.5766459780433, -73.9764803960699)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,BLACK,M
238134999,2021-12-01,00:01:00,12/21/2021,00:01:00,13.0,12/21/2021,116,SEX CRIMES,168.0,SODOMY 1,COMPLETED,FELONY,MANHATTAN,INSIDE,HOSPITAL,HEALTH & HOSP CORP,14,(null),(null),(null),988886.0,207857.0,UNKNOWN,UNKNOWN,U,40.7372030985741,-73.9832725981497,"(40.7372030985741, -73.9832725981497)",PATROL BORO MAN SOUTH,(null),25-44,WHITE HISPANIC,F
254283007,2022-01-01,00:01:00,11/16/2022,23:59:00,62.0,11/17/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),983431.0,158677.0,18-24,UNKNOWN,M,40.6022161657077,-74.0029507988395,"(40.6022161657077, -74.0029507988395)",PATROL BORO BKLYN SOUTH,(null),<18,UNKNOWN,F
238227567,2021-04-14,21:00:00,04/15/2021,00:00:00,20.0,12/23/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),991202.0,224999.0,45-64,UNKNOWN,M,40.7842519786623,-73.9748976664227,"(40.7842519786623, -73.9748976664227)",PATROL BORO MAN NORTH,(null),25-44,WHITE,F
244429917,2022-04-26,00:01:00,,(null),66.0,04/27/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),986764.0,167283.0,(null),(null),(null),40.6258375452829,-73.9909448942322,"(40.6258375452829, -73.9909448942322)",PATROL BORO BKLYN SOUTH,(null),<18,WHITE HISPANIC,F
236973856,2021-11-21,17:00:00,11/22/2021,17:30:00,84.0,11/24/2021,124,KIDNAPPING & RELATED OFFENSES,193.0,CUSTODIAL INTERFERENCE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),988897.0,192631.0,25-44,BLACK HISPANIC,M,40.695404,-73.983239,"(40.695404, -73.983239)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK HISPANIC,F
264827166,2023-03-09,16:00:00,03/09/2023,16:12:00,46.0,03/09/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1011755.0,250279.0,45-64,BLACK,F,40.8535983673823,-73.9005768807295,"(40.8535983673823, -73.9005768807295)",PATROL BORO BRONX,(null),25-44,WHITE HISPANIC,F
270679229,2023-07-01,20:36:00,07/01/2023,20:40:00,63.0,07/01/2023,363,OFFENSES AGAINST PUBLIC SAFETY,788.0,"FIREWORKS, SALE",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1006602.0,172543.0,25-44,ASIAN / PACIFIC ISLANDER,M,40.64023904271275,-73.91946076835586,"(40.64023904271275, -73.91946076835586)",PATROL BORO BKLYN SOUTH,(null),UNKNOWN,UNKNOWN,E
251575948,2022-09-24,23:00:00,,(null),47.0,09/25/2022,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1026480.0,262584.0,18-24,BLACK,M,40.8873136344706,-73.8472717577564,"(40.8873136344706, -73.8472717577564)",PATROL BORO BRONX,(null),25-44,BLACK,F
243860458,2022-04-19,16:50:00,04/19/2022,16:59:00,103.0,04/19/2022,343,THEFT OF SERVICES,475.0,UNAUTH. SALE OF TRANS. SERVICE,COMPLETED,MISDEMEANOR,QUEENS,(null),OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),1039726.0,195270.0,(null),(null),(null),40.70247387,-73.79992086,"(40.70247387, -73.79992086)",PATROL BORO QUEENS SOUTH,(null),UNKNOWN,UNKNOWN,E
262427576,2023-01-23,23:15:00,01/24/2023,05:30:00,79.0,01/24/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,(null),RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),999496.0,190300.0,25-44,BLACK,M,40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)",PATROL BORO BKLYN NORTH,(null),25-44,BLACK,F
244823804,2022-05-10,07:29:00,05/10/2022,07:32:00,40.0,05/10/2022,343,THEFT OF SERVICES,475.0,UNAUTH. SALE OF TRANS. SERVICE,COMPLETED,MISDEMEANOR,BRONX,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),1011485.0,237929.0,25-44,BLACK,M,40.81969376,-73.90160159,"(40.81969376, -73.90160159)",PATROL BORO BRONX,PROSPECT AVENUE,UNKNOWN,UNKNOWN,E
265574840,2023-03-23,20:10:00,03/23/2023,20:12:00,75.0,03/23/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1017036.0,183890.0,UNKNOWN,UNKNOWN,M,40.6713598203364,-73.8818110231735,"(40.6713598203364, -73.8818110231735)",PATROL BORO BKLYN NORTH,(null),18-24,ASIAN / PACIFIC ISLANDER,F
227480184,2021-04-28,18:27:00,04/28/2021,18:31:00,25.0,04/28/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1000558.0,231080.0,25-44,BLACK,M,40.8009303727402,-73.9410982410066,"(40.8009303727402, -73.9410982410066)",PATROL BORO MAN NORTH,(null),25-44,BLACK,F
234513087,2021-09-30,13:00:00,09/30/2021,14:30:00,71.0,10/05/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PRIVATE/PAROCHIAL SCHOOL,N.Y. POLICE DEPT,0,(null),(null),(null),998742.0,181235.0,<18,BLACK,M,40.664121282631,-73.9477648403751,"(40.664121282631, -73.9477648403751)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK,F
271013526,2023-07-08,18:20:00,07/08/2023,18:29:00,105.0,07/08/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1057738.0,204079.0,25-44,WHITE HISPANIC,M,40.7265293769835,-73.7348645378882,"(40.7265293769835, -73.7348645378882)",PATROL BORO QUEENS SOUTH,(null),<18,WHITE HISPANIC,M
276491474,2023-09-28,20:00:00,09/28/2023,23:00:00,110.0,09/28/2023,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1019164.0,210169.0,45-64,WHITE HISPANIC,M,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",PATROL BORO QUEENS NORTH,(null),45-64,WHITE HISPANIC,F
270378913,2023-06-20,17:21:00,06/20/2023,17:27:00,41.0,06/20/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1013037.0,236657.0,UNKNOWN,UNKNOWN,M,40.8162058439227,-73.8960011932583,"(40.8162058439227, -73.8960011932583)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,M
252256662,2022-08-27,22:00:00,08/27/2022,22:10:00,104.0,10/07/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,(null),(null),(null),1013701.0,195936.0,25-44,ASIAN / PACIFIC ISLANDER,M,40.7044350296655,-73.8937807141634,"(40.7044350296655, -73.8937807141634)",PATROL BORO QUEENS NORTH,(null),18-24,ASIAN / PACIFIC ISLANDER,F
266403592,2023-04-09,01:11:00,,(null),46.0,04/09/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1011755.0,250279.0,(null),(null),(null),40.8535983673823,-73.9005768807295,"(40.8535983673823, -73.9005768807295)",PATROL BORO BRONX,(null),<18,BLACK,M
225598146,2021-03-14,07:00:00,03/14/2021,07:30:00,100.0,03/14/2021,104,RAPE,157.0,RAPE 1,COMPLETED,FELONY,QUEENS,(null),RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1035329.0,152802.0,UNKNOWN,UNKNOWN,U,40.5859433449759,-73.8161019228725,"(40.5859433449759, -73.8161019228725)",PATROL BORO QUEENS SOUTH,(null),18-24,BLACK,F
245850858,2022-05-16,14:00:00,05/16/2022,15:30:00,113.0,05/30/2022,238,FRAUDULENT ACCOSTING,466.0,"ACCOSTING,FRAUDULENT",COMPLETED,MISDEMEANOR,QUEENS,(null),AIRPORT TERMINAL,PORT AUTHORITY,3,(null),(null),(null),1046367.0,186986.0,UNKNOWN,UNKNOWN,M,40.67970059,-73.77604735,"(40.67970059, -73.77604735)",PATROL BORO QUEENS SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
253020446,2022-10-22,21:00:00,10/23/2022,16:29:00,73.0,10/23/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1008245.0,183796.0,UNKNOWN,UNKNOWN,M,40.6711300016904,-73.9135020552048,"(40.6711300016904, -73.9135020552048)",PATROL BORO BKLYN NORTH,(null),18-24,BLACK,F
241400415,2021-10-01,01:00:00,11/01/2021,00:00:00,41.0,03/01/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1013037.0,236657.0,(null),(null),(null),40.8162058439227,-73.8960011932583,"(40.8162058439227, -73.8960011932583)",PATROL BORO BRONX,(null),<18,UNKNOWN,F
225069436,2021-02-25,20:10:00,02/25/2021,22:47:00,110.0,03/03/2021,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1019164.0,210169.0,45-64,BLACK,M,40.7434812638841,-73.8740035373971,"(40.7434812638841, -73.8740035373971)",PATROL BORO QUEENS NORTH,(null),UNKNOWN,BLACK,M
265981132,2023-03-30,20:00:00,03/30/2023,20:15:00,107.0,03/31/2023,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,OTHER,N.Y. POLICE DEPT,0,(null),(null),(null),1036658.0,205330.0,45-64,BLACK,M,40.7301130668694,-73.8109089148815,"(40.7301130668694, -73.8109089148815)",PATROL BORO QUEENS SOUTH,(null),25-44,ASIAN / PACIFIC ISLANDER,F
225920562,2021-03-21,17:30:00,03/21/2021,18:00:00,115.0,03/21/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,0,(null),(null),(null),1018623.0,214936.0,<18,WHITE HISPANIC,M,40.7565675846374,-73.8759315341335,"(40.7565675846374, -73.8759315341335)",PATROL BORO QUEENS NORTH,(null),<18,WHITE HISPANIC,F
245265573,2022-05-15,00:00:00,05/15/2022,06:00:00,13.0,05/18/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,(null),(null),(null),988886.0,207857.0,25-44,ASIAN / PACIFIC ISLANDER,M,40.7372030985741,-73.9832725981497,"(40.7372030985741, -73.9832725981497)",PATROL BORO MAN SOUTH,(null),18-24,WHITE HISPANIC,F
266104396,2023-04-03,20:10:00,04/03/2023,20:13:00,79.0,04/03/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),510,999496.0,190300.0,UNKNOWN,BLACK,F,40.68900139556,-73.9450265328727,"(40.68900139556, -73.9450265328727)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
249379857,2022-08-02,02:00:00,08/06/2022,02:00:00,83.0,08/10/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1007052.0,193757.0,UNKNOWN,WHITE HISPANIC,M,40.6984738177025,-73.917768981221,"(40.6984738177025, -73.917768981221)",PATROL BORO BKLYN NORTH,(null),65+,WHITE HISPANIC,F
234065831,2021-09-25,17:00:00,09/25/2021,19:00:00,84.0,09/25/2021,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),988902.0,192641.0,25-44,BLACK,F,40.6954388081238,-73.9832253756043,"(40.6954388081238, -73.9832253756043)",PATROL BORO BKLYN NORTH,(null),<18,BLACK,F
241250006,2022-02-25,15:30:00,02/25/2022,15:50:00,108.0,02/25/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,STORE UNCLASSIFIED,N.Y. POLICE DEPT,0,(null),(null),(null),996424.0,210017.0,UNKNOWN,UNKNOWN,U,40.7431245994984,-73.9560680726795,"(40.7431245994984, -73.9560680726795)",PATROL BORO QUEENS NORTH,(null),25-44,WHITE,F
277091094,2022-11-06,16:00:00,11/07/2022,00:00:00,33.0,11/06/2023,233,SEX CRIMES,170.0,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,(null),(null),44643,1001891.0,245600.0,18-24,BLACK HISPANIC,U,40.8407811088581,-73.9362453818218,"(40.8407811088581, -73.9362453818218)",PATROL BORO MAN NORTH,(null),<18,WHITE HISPANIC,F
254997963,2022-12-01,18:30:00,12/01/2022,22:00:00,123.0,12/02/2022,116,SEX CRIMES,596.0,OBSCENE MATERIAL - UNDER 17 YE,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),914803.0,125922.0,45-64,WHITE,M,40.5120382535219,-74.2497549524458,"(40.5120382535219, -74.2497549524458)",PATROL BORO STATEN ISLAND,(null),<18,WHITE,F
270681058,2023-07-01,23:46:00,,(null),42.0,07/02/2023,233,SEX CRIMES,681.0,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,(null),(null),(null),1008690.0,238862.0,18-24,WHITE HISPANIC,F,40.8222710411331,-73.911697780277,"(40.8222710411331, -73.911697780277)",PATROL BORO BRONX,(null),<18,WHITE HISPANIC,F
235178116,2021-09-09,08:30:00,,(null),47.0,10/19/2021,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1026480.0,262584.0,25-44,BLACK,M,40.8873136344706,-73.8472717577564,"(40.8873136344706, -73.8472717577564)",PATROL BORO BRONX,(null),25-44,BLACK,F
265692511,2023-03-23,20:00:00,03/24/2023,09:00:00,45.0,03/26/2023,116,SEX CRIMES,168.0,SODOMY 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),1032091.0,241976.0,25-44,BLACK,M,40.8307223277672,-73.8271260588639,"(40.8307223277672, -73.8271260588639)",PATROL BORO BRONX,(null),25-44,BLACK,M
245133865,2022-03-24,15:00:00,03/24/2022,16:00:00,72.0,05/16/2022,116,SEX CRIMES,594.0,OBSCENITY 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,(null),(null),(null),984128.0,179058.0,25-44,WHITE HISPANIC,M,40.6581577535544,-74.0004411548878,"(40.6581577535544, -74.0004411548878)",PATROL BORO BKLYN SOUTH,(null),<18,BLACK HISPANIC,F
246347588,2022-06-08,19:00:00,06/08/2022,19:29:00,84.0,06/08/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,(null),(null),(null),988902.0,192641.0,UNKNOWN,BLACK,M,40.6954388081238,-73.9832253756043,"(40.6954388081238, -73.9832253756043)",PATROL BORO BKLYN NORTH,PACIFIC STREET,18-24,BLACK HISPANIC,F
251200351,2022-09-16,09:30:00,09/16/2022,09:35:00,83.0,09/16/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,0,(null),(null),(null),1007052.0,193757.0,18-24,WHITE HISPANIC,M,40.6984738177025,-73.917768981221,"(40.6984738177025, -73.917768981221)",PATROL BORO BKLYN NORTH,(null),25-44,WHITE,F
252279737,2022-10-09,17:30:00,10/09/2022,17:33:00,1.0,10/09/2022,233,SEX CRIMES,175.0,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,(null),(null),(null),982381.0,201750.0,45-64,WHITE,M,40.7204418884676,-74.0067439741913,"(40.7204418884676, -74.0067439741913)",PATROL BORO MAN SOUTH,(null),45-64,UNKNOWN,F
250787044,2022-08-24,10:00:00,08/24/2022,14:00:00,5.0,09/08/2022,116,SEX CRIMES,168.0,SODOMY 1,COMPLETED,FELONY,MANHATTAN,INSIDE,(null),DEPT OF CORRECTIONS,72,(null),(null),(null),984990.0,200136.0,45-64,WHITE,M,40.7160120119955,-73.9973320301008,"(40.7160120119955, -73.9973320301008)",PATROL BORO MAN SOUTH,(null),25-44,WHITE HISPANIC,M
