Incident Reporting Date,Trafficking Type,Industry Sector,Recruitment Method,Transportation Method,Coercion Method,Trafficker Gender,Trafficker Age,Victim Gender,Victim Age,Info Source,Data Source,Country Code,Country,Location Type,Latitude,Longitude
2023-06-07,"Child Sexual Exploitation,Sexual Exploitation","Accommodation/Hotel/Motel,Personal Sexual Servitude,Servitude","Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Female,55-year-old,Female,,Internet/URL,tah,US,United States,Target,40.71,-74.01
2023-01-19,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Drug Dependency,Social Media,Violence Threats Abuse",Truck,Sexual Abuse,Male,,Female,,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2022-11-09,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Forced,Minor","Female,Male",,Female,"16,17,18 years old",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-07-29,Forced Criminality,"Domestic Work/Servitude,Personal Sexual Servitude,Servitude,Sexual Servitude","Relationship Marriage,Violence Threats Abuse",Boat,"Forced,Physical Abuse/Threat or Force,Sexual Abuse",Unknown,,Female,,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.72,-74.0
2024-06-04,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Psychological Abuse/Threat or Force,Sexual Abuse","Male,Female",91-year-old,Female,11,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2023-05-11,Sexual Exploitation,"Arts and Entertainment,Personal Sexual Servitude,Servitude","Social Media,Violence Threats Abuse",Car,"Lie,Minor,Sexual Abuse",Unknown,,Female,,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-07-05,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude,Sexual Servitude",Financial Inducement,Unknown,Minor,Male,46,Female,"minor,minors,as young as 14 to 15 years",Internet/URL,tah,US,United States,Target,40.71,-74.01
2024-07-01,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Unknown,54,"Male,Female",17,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2022-11-18,Child Sexual Exploitation,"Arts and Entertainment,Personal Sexual Servitude,Pornography,Servitude","Online Grooming,Social Media,Violence Threats Abuse",Unknown,Sexual Abuse,Unknown,,Female,minor,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-04-09,"Child Trafficking,Child Sexual Exploitation","Amusement and Recreation,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Violence Threats Abuse,Religious/Ritualistic Coercion",Unknown,Minor,Male,64,"Male,Female",,Internet/URL,tah,US,United States,Arrest,41.15,-74.02
2023-04-08,,"Personal Sexual Servitude,Professional/Scientific/Tech Services,Servitude,Sexual Servitude","Financial Inducement,Financial Obligation, Blackmail,Social Media,Violence Threats Abuse",Unknown,,Unknown,,,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2023-08-07,Child Sexual Exploitation,"Arts and Entertainment,Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Forced,Minor,Sexual Abuse",Unknown,,Female,under 13,Internet/URL,tah,US,United States,Unknown,40.9,-73.85
2022-10-12,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Prostitution/Brothel/Escort Agency,Servitude,Sexual Servitude","Social Media,Violence Threats Abuse",Car,"Forced,Minor,Sexual Abuse",Male,,"Female,Male","32-year-old,8-year-old,16,4,aged 12 to 18,minor",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-04-24,"Child Trafficking,Child Sexual Exploitation,Forced Criminality","Accommodation/Hotel/Motel,Arts and Entertainment,Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Professional/Scientific/Tech Services,Restaurant/Takeaway,Servitude,Sexual Servitude","Violence Threats Abuse,Sold by Family","Car,Truck","Minor,Restricts Access to/Manipulates Children",Male,"69,44-year-old,82,160,77,85,57,age 90,91,81,53,34-43,61,62,26",,"minors,minor,15,30,18-10,innings,Pitchers,17-22",Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-07-22,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Domestic Work/Servitude,Personal Sexual Servitude,Restaurant/Takeaway,Servitude",Violence Threats Abuse,Unknown,"Forced,Minor,Restricts Access to/Manipulates Children,Sexual Abuse","Female,Male","34,27-year-old",Female,"26-year-old,24-year-old",Internet/URL,tah,US,United States,Rescued,40.89,-73.83
2024-04-27,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Male,"53,39,38,45,42,46,44,47,43,37,40,48,49",Female,,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.9,-73.85
2023-11-23,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Female,,Female,over the age of 18,Internet/URL,tah,US,United States,Unknown,40.77,-73.97
2023-02-23,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Financial Inducement,Promise of Employment,Violence Threats Abuse",Truck,"Minor,Sexual Abuse",Male,"56,56 years old",Female,"minors,14-year-old,minor,14",Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-11-09,Sexual Exploitation,"Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Relationship Marriage,Violence Threats Abuse,Religious/Ritualistic Coercion","Aeroplane,Bus","Minor,Sexual Abuse","Female,Male",22-year-old,Female,85-year-old,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-04-01,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Alcohol/Drugs,Forced,Lie,Minor,Sexual Abuse,Use of Psychoactive Substances","Female,Male",,"Female,Male","as young as 16,minor,18 years or older,before the age of 18,age of 40",Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2025-02-12,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Unknown,"45,45-year-old",,minors,Internet/URL,tah,US,United States,Reference,40.9,-73.85
2022-10-14,"Child Trafficking,Child Labour,Child Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Servitude,Sexual Servitude",Violence Threats Abuse,Unknown,"Forced,Minor,Psychological Abuse/Threat or Force,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,,minors,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-11-22,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Accommodation/Hotel/Motel,Arts and Entertainment,Illicit Activities,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Promise of Employment,Violence Threats Abuse",Car,"Minor,Sexual Abuse","Female,Male","47,25,65,40,48",Female,"13-year-old,17,hundred years old",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.71,-74.01
2024-10-17,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",,Unknown,"Forced,Minor",Male,,"Female,Male","16-year-old,16",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-07-26,"Forced Criminality,Forced Labour","Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,,Male,,,,Internet/URL,tah,US,United States,Rescued,41.03,-73.76
2022-08-04,"Child Trafficking,Child Labour,Child Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude",Violence Threats Abuse,Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-10-21,Child Sexual Exploitation,"Arts and Entertainment,Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Forced,Minor,Physical Abuse/Threat or Force,Sexual Abuse","Female,Male","now-37-year-old,30,54,38","Female,Male","13-year-old,teen,13,minor,9 years old",Internet/URL,tah,US,United States,Arrest,40.65,-73.95
2021-11-03,Sexual Exploitation,"Personal Sexual Servitude,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Unknown,38,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-06-28,Child Sexual Exploitation,"Personal Sexual Servitude,Pornography,Servitude","Social Media,Violence Threats Abuse",Unknown,Minor,Unknown,43-year-old,,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2021-02-04,"Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude,Sexual Servitude",Financial Inducement,Unknown,Forced,"Female,Male","61,49,39,28,46,32,38",Female,,Internet/URL,tah,US,United States,Arrest,40.66,-73.84
2023-10-10,Child Sexual Exploitation,"Amusement and Recreation,Arts and Entertainment,Child Marriage,Manufacturing/Factories,Personal Sexual Servitude,Pre-School/Child Day Care Service,Professional/Scientific/Tech Services,Restaurant/Takeaway,Servitude,Sexual Servitude","Social Media,Violence Threats Abuse,Sold by Family","Car,Truck","Forced,Minor,Physical Abuse/Threat or Force,Psychological Abuse/Threat or Force,Sexual Abuse",Male,,,nine-year-old,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-02-23,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Unknown,Minor,"Male,Female",,Female,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2024-01-10,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",,Aeroplane,"Minor,Sexual Abuse",Unknown,,Female,"18,underage,minor",Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-10-29,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Accommodation/Hotel/Motel,Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",Financial Inducement,Unknown,"Forced,Minor","Female,Male",54,Male,"minor,10-year-old",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-03-12,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",Violence Threats Abuse,Truck,"Minor,Sexual Abuse",Unknown,62,Female,minor,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2025-02-05,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",Violence Threats Abuse,Unknown,"Alcohol/Drugs,Use of Psychoactive Substances","Female,Male","23-year-old,55",Male,minor,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2023-06-20,"Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Car,"Forced,Minor,Sexual Abuse","Male,Female",91 years old,"Male,Female","minors,under 18,12-year-old",Internet/URL,tah,US,United States,Reference,40.71,-74.01
2025-02-07,"Child Trafficking,Child Labour,Child Sexual Exploitation","Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Car,"Minor,Sexual Abuse",Male,"age 28,55,age 21,48",,,Internet/URL,tah,US,United States,Unknown,40.73,-73.74
2023-06-20,,"Personal Sexual Servitude,Servitude",Violence Threats Abuse,Car,Lie,Unknown,,Female,underage,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-08-07,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse","Female,Male",70,Male,"16-year-old,11 years old,15-year-old,9-year-old,fourteen years old,12 years old,8 to 11 years old,ages 14 to 18,17-year-old",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.78,-73.97
2023-01-28,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Unknown,"Forced,Minor,Sexual Abuse",Unknown,,Male,,Internet/URL,tah,US,United States,Unknown,40.66,-73.64
2023-12-03,"Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Female,"37,54",Female,"19,17",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-11-30,"Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Seaport,"Minor,Sexual Abuse",Male,"65,76,75,64",,"ages 5 to 13,minors",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2021-03-11,Child Sexual Exploitation,"Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Unknown,,Female,,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2022-07-01,Forced Criminality,"Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,,Unknown,,Female,underage,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-07-06,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Truck,"Forced,Minor,Psychological Abuse/Threat or Force,Sexual Abuse",Male,,Female,"minor,age of 14",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-01-02,"Child Trafficking,Forced Criminality","Arts and Entertainment,Child Marriage,Personal Sexual Servitude,Restaurant/Takeaway,Servitude,Sexual Servitude",Violence Threats Abuse,Aeroplane,"Forced,Sexual Abuse",Male,"80-year-old,38",Female,"14,17",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-03-28,Child Sexual Exploitation,"Child Marriage,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,Minor,Male,,"Female,Male","14-year-old,12-year-old,minors,minor,13,18",Internet/URL,tah,US,United States,Unknown,41.03,-73.76
2022-11-02,"Child Sexual Exploitation,Forced Labour,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Forced,Minor,Sexual Abuse",Female,62-year-old,Female,15-year-old,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-12-09,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Rescued,40.71,-74.01
2023-01-20,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Violence Threats Abuse",Car,"Minor,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.72,-74.0
2022-12-20,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pornography,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Unknown,"55-year-old,47-year-old",Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-09-18,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude",Financial Inducement,Bus,Minor,Unknown,,,,Internet/URL,tah,US,United States,Target,40.71,-74.01
2021-09-28,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pornography,Servitude",,Unknown,"Forced,Lie,Minor,Sexual Abuse",Female,"then-27-year-old,then-15-year-old",Female,"15,underage,minors",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-11-11,"Child Sexual Exploitation,Forced Criminality","Arts and Entertainment,Personal Sexual Servitude,Servitude,Sexual Servitude","Violence Threats Abuse,Religious/Ritualistic Coercion",Unknown,"Forced,Minor",Unknown,,Female,,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-01-14,Child Sexual Exploitation,"Personal Sexual Servitude,Servitude,Sexual Servitude",Violence Threats Abuse,Car,"Forced,Minor,Sexual Abuse",Male,"63,63-year-old,40",Female,"17,underage",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-12-15,,"Illicit Activities,Personal Sexual Servitude,Pornography,Servitude",Violence Threats Abuse,Unknown,Minor,Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.83,-73.92
2024-12-12,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Violence Threats Abuse",Aeroplane,"Minor,Sexual Abuse","Female,Male","37,38",Female,,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-11-30,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,,Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-08-07,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Male,,Male,"between 8 - 14,11-year-old",Internet/URL,tah,US,United States,Source,41.15,-73.75
2022-12-16,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Male,54,Female,12 years old,Internet/URL,tah,US,United States,Reference,40.71,-73.95
2023-05-18,"Child Sexual Exploitation,Sexual Exploitation","Construction,Personal Sexual Servitude,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Unknown,Minor,Female,61,Female,"minor,underage,as young as 14",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-07-21,Sexual Exploitation,"Arts and Entertainment,Illicit Activities,Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,Minor,Other,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-05-16,Child Sexual Exploitation,"Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Financial Obligation, Blackmail",Car,Lie,Male,,,16,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2024-09-18,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Illicit Activities,Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",,Unknown,"Forced,Minor",Unknown,54-year-old,,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2023-12-20,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude","Social Media,Violence Threats Abuse",Unknown,Sexual Abuse,Female,,,"minor,14",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-03-26,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude","Drug Dependency,Violence Threats Abuse",Unknown,"Alcohol/Drugs,Minor,Sexual Abuse,Use of Psychoactive Substances",Unknown,,,,Internet/URL,tah,US,United States,Arrest,40.63,-73.95
2023-08-14,Sexual Exploitation,"Accommodation/Hotel/Motel,Personal Sexual Servitude,Servitude,Sexual Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse","Male,Female","22-year-old,27-year-old",Female,3-year-old,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-01-09,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",,Unknown,"Forced,Sexual Abuse",Male,,Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-12-27,Child Sexual Exploitation,"Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Restaurant/Takeaway,Servitude",,"Car,Truck","Minor,Sexual Abuse","Male,Female","77,90,82,94,65,87,78,85,88,76,102,83,80,73,20,68,74,79,70,81,29,30,89,92,70 s,75,106,69,31,62,57,22,84,91,52,50,71,25,93,67,86,51,60,55,97,96,53,27,32,59,72,49,28,34,66,63,61,40","Female,Male","16,17,13,12,26,14",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.81,-73.95
2023-05-31,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,Male,"1-year-old,3-month-old",Internet/URL,tah,US,United States,Rescued,40.71,-74.01
2023-05-21,Child Trafficking,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,Sexual Abuse,Male,,,,Internet/URL,tah,US,United States,Target,40.71,-74.01
2023-03-30,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Religious/Ritualistic Coercion,Unknown,Minor,Unknown,69,,between the ages of 13 and 15,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-10-27,Forced Criminality,"Personal Sexual Servitude,Restaurant/Takeaway,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Aeroplane,,Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-06-28,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,43,Male,"infants,10-year-old",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-08-03,Child Trafficking,"Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Relationship Marriage,Violence Threats Abuse,Religious/Ritualistic Coercion","Car,Truck",Minor,Unknown,"59,41-year-old,23,22",Female,"18,23-year-old",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2021-11-07,,"Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,Minor,Unknown,23,,,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-05-15,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Forced,Minor,Sexual Abuse",Male,,"Male,Female","between 12 and 17 years old,17,14",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2022-11-11,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Car,"Forced,Minor,Takes/Withholds Earnings/Wages","Female,Male","59,26",Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-09-06,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Male,35-year-old,Female,,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-06-03,Child Sexual Exploitation,"Child Marriage,Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,,Female,"minors,minor",Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2024-04-20,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Online Grooming,Social Media",Car,Minor,Male,90,"Male,Female","between the ages of 7 and 10,younger than 5",Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-02-09,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Promise of Employment,Violence Threats Abuse",Bus,,Male,,,,Internet/URL,tah,US,United States,Reference,40.83,-73.92
2023-05-23,"Child Trafficking,Child Sexual Exploitation,Forced Criminality","Amusement and Recreation,Personal Sexual Servitude,Servitude","Financial Obligation, Blackmail,Relationship Marriage,Violence Threats Abuse",Car,Minor,Male,22-year-old,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-01-14,"Child Trafficking,Child Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",,Car,"Minor,Restricts Access to/Manipulates Children",Unknown,84 years old,"Female,Male",younger than 2 years old,Internet/URL,tah,US,United States,Unknown,41.01,-73.78
2021-06-10,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude",Financial Inducement,Unknown,Minor,Male,31,,minors,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-12-28,,"Personal Sexual Servitude,Restaurant/Takeaway,Servitude","Social Media,Violence Threats Abuse",Unknown,Sexual Abuse,Unknown,30,,17,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-04-12,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Religious/Ritualistic Coercion,"Car,Boat","Minor,Sexual Abuse",Female,,Female,"minors,minor",Internet/URL,tah,US,United States,Target,40.71,-74.01
2023-05-10,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Lie,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2022-07-14,Child Trafficking,"Personal Sexual Servitude,Pornography,Pre-School/Child Day Care Service,Servitude",,Bus,Minor,Male,,Male,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-04-29,"Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,,Male,,,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2023-05-06,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Financial Obligation, Blackmail,Social Media,Violence Threats Abuse",Unknown,"Lie,Sexual Abuse",Unknown,,Female,14-year-old,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-01-17,"Child Trafficking,Child Sexual Exploitation","Personal Sexual Servitude,Servitude","Online Grooming,Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,,,16,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2025-01-26,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Social Media,Unknown,"Minor,Restricts Access to/Manipulates Children",Unknown,,,15-year-old,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
