Incident Reporting Date,Trafficking Type,Industry Sector,Recruitment Method,Transportation Method,Coercion Method,Trafficker Gender,Trafficker Age,Victim Gender,Victim Age,Info Source,Data Source,Country Code,Country,Location Type,Latitude,Longitude
2023-06-13,"Child Trafficking,Child Sexual Exploitation","Arts and Entertainment,Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Social Media,Religious/Ritualistic Coercion",Unknown,Minor,"Male,Female",,Female,"16-year-old,minor,16 year old",Internet/URL,tah,US,United States,Unknown,40.9,-73.91
2023-11-17,"Child Trafficking,Forced Criminality","Accommodation/Hotel/Motel,Arts and Entertainment,Child Marriage,Illicit Activities,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Social Media,Violence Threats Abuse,Religious/Ritualistic Coercion","Aeroplane,Car",Minor,Unknown,,Female,babies,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2023-08-13,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Domestic Work/Servitude,Personal Sexual Servitude,Pornography,Pre-School/Child Day Care Service,Prostitution/Brothel/Escort Agency,Restaurant/Takeaway,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse,Sold by Family",Car,"Lie,Minor,Sexual Abuse","Male,Female",,"Male,Female",18,Internet/URL,tah,US,United States,Unknown,40.83,-73.92
2023-11-22,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Pre-School/Child Day Care Service,Servitude","Online Grooming,Financial Inducement,Social Media,Violence Threats Abuse",Truck,"Forced,Minor,Sexual Abuse",Unknown,48-year-old,Male,,Internet/URL,tah,US,United States,Unknown,40.9,-73.91
2024-07-06,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Truck,"Forced,Minor,Psychological Abuse/Threat or Force,Sexual Abuse",Male,,Female,"minor,age of 14",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-06-17,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Prostitution/Brothel/Escort Agency,Servitude,Sexual Servitude",,Aeroplane,Minor,Unknown,"early 30 s,66",,minor,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2021-11-01,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Truck,"Minor,Sexual Abuse",Female,59-year-old,Female,"minor,age 17",Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-09-06,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,,,"10-year-old,as young as nine years old,minors,under eleven years old",Internet/URL,tah,US,United States,Unknown,40.68,-73.84
2025-02-16,"Child Sexual Exploitation,Sexual Exploitation","Domestic Work/Servitude,Personal Sexual Servitude,Servitude","Relationship Marriage,Social Media,Violence Threats Abuse",Unknown,"Forced,Minor,Sexual Abuse",Unknown,"39,42","Female,Male",,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2022-11-28,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Car,"Minor,Sexual Abuse","Female,Male",,Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2021-05-17,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Unknown,59,Female,14 years old,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-04-13,"Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude",Financial Inducement,Unknown,"Forced,Minor",Unknown,62,,,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-01-14,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Restaurant/Takeaway,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Car,"Forced,Minor,Sexual Abuse","Female,Male","39,61","Female,Male","minor,17-year-old,17 years old",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.68,-73.84
2023-09-07,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Restaurant/Takeaway,Servitude","Financial Inducement,Violence Threats Abuse",Truck,"Minor,Sexual Abuse","Male,Female",,Female,24-year-old,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.78,-73.97
2023-06-27,"Labour Exploitation,Sexual Exploitation","Amusement and Recreation,Arts and Entertainment,Child Marriage,Illicit Activities,Personal Sexual Servitude,Pre-School/Child Day Care Service,Professional/Scientific/Tech Services,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Car,"Minor,Psychological Abuse/Threat or Force",Unknown,,Female,"14-year-old,14,minors,underage",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.78,-73.97
2021-11-11,Child Sexual Exploitation,"Personal Sexual Servitude,Servitude",Violence Threats Abuse,Aeroplane,"Forced,Minor,Restricts Access to/Manipulates Children",Male,,Female,"underage,14-year-old",Internet/URL,tah,US,United States,Arrest,41.03,-73.76
2024-01-25,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-02-20,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Financial Inducement,Unknown,"Minor,Sexual Abuse",Male,,Female,underage,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-01-19,"Child Trafficking,Forced Labour","Illicit Activities,Personal Sexual Servitude,Servitude,Sexual Servitude","Drug Dependency,Violence Threats Abuse,Religious/Ritualistic Coercion",Unknown,"Forced,Minor",Unknown,,,,Internet/URL,tah,US,United States,Victim_Origin_Nationality,40.71,-74.01
2023-04-24,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude",Violence Threats Abuse,Unknown,"Lie,Minor,Sexual Abuse",Male,,Female,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2022-12-10,Child Sexual Exploitation,"Accommodation/Hotel/Motel,Arts and Entertainment,Child Marriage,Illicit Activities,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Online Grooming,Financial Inducement,Violence Threats Abuse",Car,Minor,Unknown,,Male,,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2023-02-08,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Professional/Scientific/Tech Services,Prostitution/Brothel/Escort Agency,Servitude","Financial Inducement,Financial Obligation, Blackmail",Unknown,"Minor,Sexual Abuse",Female,,Female,"underage,minor",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-11-19,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Accommodation/Hotel/Motel,Personal Sexual Servitude,Pre-School/Child Day Care Service,Prostitution/Brothel/Escort Agency,Restaurant/Takeaway,Servitude,Sexual Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Car,Forced,Male,"forty-year-old,twenty-two-year-old,77,78,81","Male,Female","19 years old,37",Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2023-06-30,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Male,92-year-old,Male,"92-year-old,18-year-old,16",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-01-08,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",Violence Threats Abuse,Aeroplane,"Minor,Sexual Abuse",Unknown,,Female,"18,underage,minor,15",Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-06-29,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Male,"28,43,43 years old",Male,"babies,10-year-old",Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2024-07-19,,"Personal Sexual Servitude,Servitude","Violence Threats Abuse,Religious/Ritualistic Coercion",Unknown,,Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-04-02,"Child Trafficking,Child Labour","Arts and Entertainment,Manufacturing/Factories,Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Promise of Employment,Financial Obligation, Blackmail,Relationship Marriage,Violence Threats Abuse,Sold by Family",Unknown,Forced,Unknown,,Female,17-year-old,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-09-18,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Restaurant/Takeaway,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Car,"Forced,Minor,Psychological Abuse/Threat or Force,Sexual Abuse",Male,54-year-old,Female,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2023-10-09,Child Trafficking,"Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Religious/Ritualistic Coercion",Truck,Sexual Abuse,Male,,"Male,Female",21,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2022-03-08,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Male,"50,60,66",Female,age 9 and 10,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-10-13,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,"Female,Male","8,13,under the age of 21,under 13 years old",Internet/URL,tah,US,United States,Victim_Origin_Nationality,40.71,-74.01
2023-01-31,"Child Trafficking,Child Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,,Female,minors,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2025-02-08,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pornography,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Religious/Ritualistic Coercion",Aeroplane,Minor,Male,42-year-old,,"minors,infants",Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-09-20,"Child Sexual Exploitation,Sexual Exploitation","Accommodation/Hotel/Motel,Personal Sexual Servitude,Pornography,Prostitution/Brothel/Escort Agency,Servitude,Sexual Servitude","Financial Inducement,Social Media",Unknown,"Forced,Sexual Abuse",Male,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-06-17,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,"Minor,Physical Abuse/Threat or Force,Sexual Abuse",Male,,,"younger than 16,minor",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-01-15,Sexual Exploitation,"Accommodation/Hotel/Motel,Arts and Entertainment,Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude",Financial Inducement,Car,"Minor,Sexual Abuse","Male,Female","73,86",Female,"minors,minor",Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2022-12-12,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Unknown,,Female,aged 18 or older,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-02-09,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse","Male,Female",38-year-old,Female,minor,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2023-07-23,"Child Trafficking,Child Sexual Exploitation","Arts and Entertainment,Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Restaurant/Takeaway,Servitude,Sexual Servitude","Financial Inducement,Social Media","Car,Truck","Minor,Sexual Abuse",Unknown,"66 years old,75 years old,61 years old",Female,"minors,15-year-old,underage,minor,17-year-old,17",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-03-16,"Child Trafficking,Child Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Professional/Scientific/Tech Services,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,Minor,Female,37-year-old,Male,"10 years old,minor,over the age of 18",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.71,-74.01
2024-03-27,"Child Sexual Exploitation,Sexual Exploitation","Child Marriage,Personal Sexual Servitude,Servitude","Social Media,Violence Threats Abuse",Unknown,"Lie,Minor,Sexual Abuse,Takes/Withholds Earnings/Wages",Male,"38-year-old,33-year-old,35-year-old,57-year-old",Male,"preteen,newborn",Internet/URL,tah,US,United States,Unknown,40.68,-73.84
2024-06-23,"Child Sexual Exploitation,Forced Criminality","Domestic Work/Servitude,Personal Sexual Servitude,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Unknown,"Forced,Minor,Restricts Movement/Isolates,Sexual Abuse",Male,63,Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-02-22,Child Sexual Exploitation,"Personal Sexual Servitude,Servitude,Sexual Servitude","Online Grooming,Social Media,Violence Threats Abuse",Unknown,Minor,Male,,Female,13-year-old,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.71,-74.01
2023-04-15,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,,Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-12-21,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Unknown,,Male,"9-year-old,minor,nine-year-old",Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-05-24,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",,Truck,Minor,Unknown,"23,25",Male,6-year-old,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-11-14,"Forced Criminality,Forced Labour","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Forced,Minor",Male,,,"14,54",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2025-02-10,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Unknown,Minor,Unknown,,Female,eight-year-old,Internet/URL,tah,US,United States,Unknown,40.81,-73.95
2025-02-03,Child Sexual Exploitation,"Personal Sexual Servitude,Servitude",Financial Inducement,Unknown,,Female,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-07-28,Sexual Exploitation,"Personal Sexual Servitude,Servitude","Financial Inducement,Religious/Ritualistic Coercion",Bus,Minor,Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.68,-73.84
2024-01-10,"Child Trafficking,Child Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Servitude","Financial Inducement,Social Media,Violence Threats Abuse,Religious/Ritualistic Coercion","Aeroplane,Truck",Minor,Unknown,,Female,minors,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-12-29,Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Lie,Minor",Male,55,Female,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2024-03-13,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Male,"37-year-old,20-year-old,36,39-year-old,33-year-old,33,35-year-old,35","Female,Male","ages 14 and 9,minors,less than 13 years of age,eight years old,through the ages of 8-14,14-year-old,nine years old,15-year-old,underage,9-year-old",Internet/URL,tah,US,United States,Arrest,40.83,-73.92
2023-11-28,Child Sexual Exploitation,"Amusement and Recreation,Personal Sexual Servitude,Servitude",Social Media,Unknown,"Lie,Minor",Male,,,28-year-old,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2023-08-13,"Child Labour,Child Sexual Exploitation","Personal Sexual Servitude,Pornography,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Unknown,Minor,Unknown,36,,"11-year-old,minor",Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,41.15,-73.75
2023-12-09,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Unknown,"Forced,Minor,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.73,-73.63
2023-02-11,Child Sexual Exploitation,"Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Child Marriage,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Violence Threats Abuse,Sold by Family,Religious/Ritualistic Coercion",Truck,"Forced,Minor,Sexual Abuse",Male,29-year-old,"Male,Female","teen,13,five-year-old",Internet/URL,tah,US,United States,Target,40.78,-73.97
2024-01-26,Child Sexual Exploitation,"Personal Sexual Servitude,Servitude","Social Media,Violence Threats Abuse",Car,"Minor,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2023-04-08,Sexual Exploitation,"Accommodation/Hotel/Motel,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Lie,Sexual Abuse",Female,"73,26-year-old",Female,minors,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-04-18,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Aeroplane,"Minor,Sexual Abuse",Unknown,,,"Minors,minor",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-03-20,Child Sexual Exploitation,"Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Online Grooming,Unknown,,"Male,Female",,Female,"minors,two-decade old,23-year-old",Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-06-27,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",,Unknown,"Minor,Sexual Abuse",Unknown,,Female,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2024-01-25,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Financial Inducement,Unknown,Minor,Unknown,53,,,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-12-10,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pornography,Servitude,Sexual Servitude","Financial Inducement,Sold by Family",Unknown,Minor,Unknown,55,Female,minor,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2023-06-03,"Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Personal Sexual Servitude,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse,Religious/Ritualistic Coercion",Unknown,"Minor,Physical Abuse/Threat or Force",Unknown,,"Male,Female",,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.65,-73.95
2023-07-06,"Child Sexual Exploitation,Child Marriage,Sexual Exploitation","Accommodation/Hotel/Motel,Arts and Entertainment,Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Restaurant/Takeaway,Servitude,Sexual Servitude","Financial Inducement,Social Media",Car,"Forced,Minor,Psychological Abuse/Threat or Force",Male,21,"Male,Female","13-year-old,between 13 and 16 years old,minor,under 18,underage,15-year-old,10-year-old",Internet/URL,tah,US,United States,Victim_Origin_Nationality,40.71,-74.01
2025-02-18,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude","Financial Inducement,Social Media,Violence Threats Abuse",Unknown,"Forced,Minor,Sexual Abuse",Male,,Male,One-Year-Old,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-04-17,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,Male,minors,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-10-01,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Unknown,,"Female,Male",,Internet/URL,tah,US,United States,Unknown,40.66,-73.94
2022-10-20,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude",Violence Threats Abuse,Aeroplane,"Minor,Sexual Abuse",Male,29-year-old,,"minor,12 yr old",Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2023-03-21,"Child Trafficking,Child Labour,Child Sexual Exploitation","Accommodation/Hotel/Motel,Arts and Entertainment,Child Marriage,Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude",Violence Threats Abuse,Car,"Minor,Restricts Access to/Manipulates Children","Male,Female",58,"Male,Female","Infants,up through age 18,newborns,minors,minor,15-year-old,fifteen-year-old,underage,between the age of 13 and 16,14-years-old,18-year-old",Internet/URL,tah,US,United States,Victim_Origin_Nationality,40.71,-74.01
2023-06-24,,"Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Lie,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-02-28,,"Domestic Work/Servitude,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude","Financial Inducement,Violence Threats Abuse",Aeroplane,,Female,,Female,under age of 21,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.65,-73.95
2024-01-17,"Child Trafficking,Forced Criminality,Sexual Exploitation","Amusement and Recreation,Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Car,Minor,Male,,Male,"18-year-old,14,12-year-old,13-year-old,15-years-old,15 years old",Internet/URL,tah,US,United States,Target,40.71,-74.01
2024-09-20,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude",Violence Threats Abuse,Unknown,,Unknown,54-year-old,,,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.65,-73.95
2023-03-20,Child Sexual Exploitation,"Personal Sexual Servitude,Pornography,Servitude",Social Media,Unknown,Minor,Unknown,,,,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2022-08-10,Child Sexual Exploitation,"Domestic Work/Servitude,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Male,86-year-old,,minor,Internet/URL,tah,US,United States,Unknown,40.71,-74.01
2024-04-03,"Child Trafficking,Child Sexual Exploitation,Forced Labour","Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Child Marriage,Manufacturing/Factories,Personal Sexual Servitude,Pre-School/Child Day Care Service,Prostitution/Brothel/Escort Agency,Servitude,Sexual Servitude","Financial Inducement,Drug Dependency,Religious/Ritualistic Coercion","Car,Boat,Truck","Forced,Minor",Male,,"Female,Male",14,Internet/URL,tah,US,United States,Trafficker_Origin_Nationality,40.71,-74.01
2025-02-15,Child Sexual Exploitation,"Personal Sexual Servitude,Prostitution/Brothel/Escort Agency,Servitude,Sexual Servitude","Financial Inducement,Violence Threats Abuse",Car,Sexual Abuse,Female,,Female,13 years old,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2023-01-27,"Child Trafficking,Child Sexual Exploitation,Forced Criminality,Sexual Exploitation","Domestic Work/Servitude,Personal Sexual Servitude,Pornography,Servitude","Financial Inducement,Violence Threats Abuse",Car,"Forced,Minor,Sexual Abuse","Male,Female","63,36",Female,3-year-old,Internet/URL,tah,US,United States,Unknown,40.9,-73.85
2023-11-07,"Child Trafficking,Child Sexual Exploitation","Accommodation/Hotel/Motel,Amusement and Recreation,Arts and Entertainment,Child Marriage,Domestic Work/Servitude,Health/Beauty Services,Personal Sexual Servitude,Professional/Scientific/Tech Services,Servitude","Financial Inducement,Financial Obligation, Blackmail,Violence Threats Abuse",Car,Restricts Access to/Manipulates Children,"Male,Female",37,Female,"minors,underage,14,22 years old",Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-10-19,Child Sexual Exploitation,"Arts and Entertainment,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Forced,Minor,Sexual Abuse",Unknown,,,14,Internet/URL,tah,US,United States,Arrest,40.71,-74.01
2024-01-08,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Servitude,Sexual Servitude",Financial Inducement,Unknown,Sexual Abuse,Female,,Female,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
2022-12-22,Child Trafficking,"Personal Sexual Servitude,Servitude,Sexual Servitude",Religious/Ritualistic Coercion,Unknown,,Unknown,30-year-old,,,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2022-11-05,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Pornography,Servitude",Violence Threats Abuse,Car,"Minor,Sexual Abuse",Male,27,Female,4-year-old,Internet/URL,tah,US,United States,Unknown,40.78,-73.97
2021-08-31,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude",Violence Threats Abuse,Unknown,"Minor,Restricts Access to/Manipulates Children,Sexual Abuse",Male,,Male,,Internet/URL,tah,US,United States,Unknown,40.65,-73.95
2024-06-04,"Child Sexual Exploitation,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Male,91-year-old,Female,"minors,11",Internet/URL,tah,US,United States,Rescued,40.78,-73.97
2023-04-28,"Child Trafficking,Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Pre-School/Child Day Care Service,Servitude,Sexual Servitude","Social Media,Violence Threats Abuse",Unknown,"Minor,Sexual Abuse",Male,,Female,underage,Internet/URL,tah,US,United States,Victim_Origin_Nationality,40.78,-73.97
2025-02-07,"Child Sexual Exploitation,Sexual Exploitation","Arts and Entertainment,Personal Sexual Servitude,Servitude",Violence Threats Abuse,Unknown,"Minor,Sexual Abuse",Male,23 years old,"Female,Male",minor,Internet/URL,tah,US,United States,Arrest,40.77,-73.97
2022-11-09,"Child Sexual Exploitation,Forced Criminality,Forced Marriage,Sexual Exploitation","Personal Sexual Servitude,Servitude",Violence Threats Abuse,Car,"Forced,Minor,Sexual Abuse",Unknown,,,,Internet/URL,tah,US,United States,Arrest,40.78,-73.97
